Protein,RNA,Label
Q8TB72,PINK1-AS,1
Q9C0J8,PITPNA-AS1,1
P55265,PITRM1-AS1,1
Q9C0J8,PITRM1-AS1,1
P14866,PLCB1-IT1,1
Q9C0J8,PLCB1-IT1,1
Q9C0J8,PLCB2-AS1,1
Q9C0J8,PLCE1-AS1,1
Q9C0J8,PLCH1-AS1,1
Q9C0J8,PLS1-AS1,1
Q9C0J8,POLR2J4,1
Q5T481,POLR2J4,1
P38432,POLR2J4,1
Q9C0J8,POU6F2-AS1,1
Q9C0J8,POU6F2-AS2,1
P55265,PPP1R26-AS1,1
Q9C0J8,PPP1R26-AS1,1
Q9C0J8,PPP2R2B-IT1,1
P55265,PRC1-AS1,1
Q9C0J8,PRC1-AS1,1
Q9C0J8,PRICKLE2-AS2,1
Q9C0J8,PRICKLE2-AS3,1
Q9C0J8,PRKAG2-AS1,1
Q9C0J8,PRKAR2A-AS1,1
P55265,PRKG1-AS1,1
Q9C0J8,PRKG1-AS1,1
Q9C0J8,PRKX-AS1,1
Q9C0J8,PRMT5-AS1,1
P55265,PROSER2-AS1,1
Q9C0J8,PROSER2-AS1,1
Q9C0J8,PROX1-AS1,1
Q9C0J8,PRR7-AS1,1
Q9C0J8,PRRT3-AS1,1
Q9C0J8,PSMD6-AS2,1
Q9C0J8,PSMG3-AS1,1
Q9C0J8,PSORS1C3,1
Q9C0J8,PTCSC3,1
Q9C0J8,PTOV1-AS1,1
P55265,PTPRG-AS1,1
Q9C0J8,PTPRG-AS1,1
P55265,PVT1,1
Q9C0J8,PVT1,1
Q9UKA9,PVT1,1
Q93062,PVT1,1
Q5T481,PVT1,1
P38432,PVT1,1
Q9C0J8,PWRN1,1
Q9C0J8,PXN-AS1,1
P55265,RAB11B-AS1,1
Q9C0J8,RAB11B-AS1,1
Q9C0J8,RAB30-AS1,1
Q9C0J8,RABGAP1L-IT1,1
Q9C0J8,RAD51-AS1,1
Q9C0J8,RAI1-AS1,1
P55265,RAMP2-AS1,1
Q9C0J8,RAMP2-AS1,1
Q9C0J8,RAPGEF4-AS1,1
P14866,RASA2-IT1,1
Q9C0J8,RASAL2-AS1,1
Q9C0J8,RASSF8-AS1,1
Q9C0J8,RBFADN,1
Q9C0J8,RBM26-AS1,1
Q9C0J8,RBMS3-AS1,1
Q9C0J8,RBMS3-AS2,1
Q9C0J8,RBMS3-AS3,1
Q9C0J8,RC3H1-IT1,1
Q9C0J8,RERG-IT1,1
Q9C0J8,REV3L-IT1,1
Q9C0J8,RFPL1S,1
Q9C0J8,RFPL3S,1
Q9C0J8,RGMB-AS1,1
P14866,RGS5,1
P55265,RGS5,1
Q9C0J8,RGS5,1
P14866,RHOA-IT1,1
Q9C0J8,RHOA-IT1,1
Q9C0J8,RHPN1-AS1,1
Q9C0J8,RMDN2-AS1,1
Q9C0J8,RMRP,1
Q93062,RMRP,1
Q5T481,RMRP,1
Q9C0J8,RMST,1
Q9C0J8,RN7SKP23,1
Q9C0J8,RN7SL832P,1
Q9C0J8,RNASEH2B-AS1,1
Q9C0J8,RNF144A-AS1,1
Q9C0J8,RNF157-AS1,1
P14866,RNF216-IT1,1
Q9C0J8,RNF216-IT1,1
P55265,RNF219-AS1,1
Q9C0J8,RNF219-AS1,1
Q9C0J8,RPL34-AS1,1
P14866,RPS6KA2-IT1,1
Q9C0J8,RPS6KA2-IT1,1
Q9C0J8,RSF1-IT1,1
Q9C0J8,RSF1-IT2,1
Q9C0J8,RUSC1-AS1,1
Q9UKA9,RUSC1-AS1,1
Q9C0J8,RUVBL1-AS1,1
Q9C0J8,SACS-AS1,1
Q9C0J8,SAMSN1-AS1,1
P55265,SAP30L-AS1,1
Q9C0J8,SAP30L-AS1,1
Q9C0J8,SAPCD1-AS1,1
Q9C0J8,SATB2-AS1,1
P55265,SBF2-AS1,1
Q9C0J8,SBF2-AS1,1
Q9C0J8,SCARNA9,1
Q5T481,SCARNA9,1
Q9C0J8,SCEL-AS1,1
P55265,SDCBP2-AS1,1
Q9C0J8,SDCBP2-AS1,1
Q9C0J8,SEC24B-AS1,1
Q9C0J8,SEC62-AS1,1
Q9C0J8,SERTAD4-AS1,1
Q9C0J8,SFTA1P,1
P55265,SH3BP5-AS1,1
Q9C0J8,SH3BP5-AS1,1
Q9C0J8,SH3RF3-AS1,1
P55265,SHANK2-AS1,1
Q9C0J8,SIAH2-AS1,1
Q9C0J8,SLC25A5-AS1,1
Q9C0J8,SLC26A4-AS1,1
P55265,SLC2A1-AS1,1
Q9C0J8,SLC2A1-AS1,1
Q9C0J8,SLC39A12-AS1,1
P55265,SLC6A1-AS1,1
Q9C0J8,SLC6A1-AS1,1
P55265,SLC7A11-AS1,1
Q9C0J8,SLC7A11-AS1,1
P55265,SLC8A1-AS1,1
Q9C0J8,SLC8A1-AS1,1
Q9C0J8,SLC9A9-AS1,1
P14866,SLIT2-IT1,1
Q9C0J8,SLIT2-IT1,1
Q9C0J8,SMAD5-AS1,1
Q9C0J8,SMC5-AS1,1
Q9C0J8,SMCR5,1
Q9C0J8,SMG7-AS1,1
Q9C0J8,SMIM2-AS1,1
Q9C0J8,SMIM2-IT1,1
Q9C0J8,SMYD3-IT1,1
Q9C0J8,SNAI3-AS1,1
Q9C0J8,SNAP25-AS1,1
Q9C0J8,SNHG1,1
Q9UKA9,SNHG1,1
Q8TB72,SNHG1,1
Q96PU8,SNHG1,1
Q93062,SNHG1,1
Q5T481,SNHG1,1
Q9C0J8,SNHG10,1
P38432,SNHG10,1
P55265,SNHG11,1
Q9C0J8,SNHG11,1
Q93062,SNHG11,1
Q86V81,SNHG11,1
Q9C0J8,SNHG12,1
Q86V81,SNHG12,1
Q9UKA9,SNHG14,1
Q9C0J8,SNHG15,1
O75821,SNHG15,1
Q9C0J8,SNHG16,1
P55265,SNHG17,1
Q9C0J8,SNHG17,1
P14866,SNHG3,1
Q9C0J8,SNHG3,1
Q9UKA9,SNHG3,1
Q5T481,SNHG3,1
P38432,SNHG3,1
Q5T481,SNHG4,1
Q6ZN17,SNHG5,1
Q9C0J8,SNHG5,1
Q8TB72,SNHG5,1
Q96PU8,SNHG5,1
Q5T481,SNHG5,1
P38432,SNHG5,1
Q9C0J8,SNHG6,1
Q8TB72,SNHG6,1
Q5T481,SNHG6,1
P38432,SNHG6,1
Q9C0J8,SNHG7,1
Q86V81,SNHG7,1
Q9C0J8,SNHG8,1
P38432,SNHG8,1
Q9C0J8,SNHG9,1
Q9C0J8,SNRK-AS1,1
Q9C0J8,SOCS2-AS1,1
P14866,SOS1-IT1,1
Q9C0J8,SOS1-IT1,1
Q9C0J8,SOX21-AS1,1
P55265,SOX2-OT,1
Q9C0J8,SOX2-OT,1
Q5T481,SOX2-OT,1
P55265,SPAG5-AS1,1
Q9C0J8,SPAG5-AS1,1
P55265,SPANXA2-OT1,1
Q9C0J8,SPANXA2-OT1,1
P14866,SPATA13,1
Q9C0J8,SPATA13,1
Q9C0J8,SPATA41,1
Q9C0J8,SPATA42,1
Q9C0J8,SPATA8-AS1,1
Q9C0J8,SPIN4-AS1,1
P55265,SRD5A3-AS1,1
Q9C0J8,SRD5A3-AS1,1
Q9C0J8,SRP14-AS1,1
P55265,SRRM2-AS1,1
Q9C0J8,SRRM2-AS1,1
Q9C0J8,SSSCA1-AS1,1
Q9C0J8,SSTR5-AS1,1
Q9C0J8,ST3GAL6-AS1,1
Q9C0J8,ST7-AS1,1
Q9C0J8,ST7-AS2,1
P14866,ST7-OT4,1
P55265,ST7-OT4,1
Q9C0J8,ST7-OT4,1
Q9C0J8,ST8SIA6-AS1,1
Q9C0J8,STARD13-AS,1
Q9C0J8,STARD13-IT1,1
P55265,STARD4-AS1,1
Q9C0J8,STARD4-AS1,1
P55265,STAU2-AS1,1
Q9C0J8,STAU2-AS1,1
Q9C0J8,STEAP2-AS1,1
Q9C0J8,STPG2-AS1,1
P55265,STX18-AS1,1
Q9C0J8,STX18-AS1,1
P14866,STX18-IT1,1
Q9C0J8,STX18-IT1,1
P55265,STXBP5-AS1,1
Q9C0J8,STXBP5-AS1,1
Q9C0J8,SYNPR-AS1,1
Q9C0J8,SYP-AS1,1
Q9C0J8,SZT2-AS1,1
P55265,TAPT1-AS1,1
Q9C0J8,TAPT1-AS1,1
Q9C0J8,TBL1XR1-AS1,1
Q9UKA9,TBL1XR1-AS1,1
Q9C0J8,TCEAL3-AS1,1
Q9C0J8,TCF7L1-IT1,1
Q9C0J8,TDRG1,1
P55265,TERC,1
Q9C0J8,TERC,1
Q9C0J8,TET2-AS1,1
Q9C0J8,TEX26-AS1,1
P55265,TEX41,1
Q9C0J8,TEX41,1
Q9C0J8,THAP7-AS1,1
Q5T481,THAP7-AS1,1
Q9UKA9,THOC7-AS1,1
Q9C0J8,THRB-AS1,1
Q9C0J8,TIPARP-AS1,1
P55265,TLR8-AS1,1
Q9C0J8,TLR8-AS1,1
P55265,TLX1NB,1
Q9C0J8,TLX1NB,1
Q9C0J8,TM4SF19-AS1,1
P55265,TMEM161B-AS1,1
Q9C0J8,TMEM161B-AS1,1
Q9C0J8,TMEM212-AS1,1
Q9C0J8,TMEM254-AS1,1
Q9C0J8,TMEM44-AS1,1
P55265,TMEM51-AS1,1
Q9C0J8,TMEM51-AS1,1
P55265,TMEM72-AS1,1
Q9C0J8,TMEM72-AS1,1
Q9C0J8,TMEM9B-AS1,1
Q9C0J8,TMLHE-AS1,1
Q9C0J8,TMPO-AS1,1
Q9C0J8,TNKS2-AS1,1
Q9C0J8,TNRC6C-AS1,1
Q9C0J8,TNR-IT1,1
Q9C0J8,TOB1-AS1,1
Q9C0J8,TOLLIP-AS1,1
Q9C0J8,TP53TG1,1
Q5T481,TP53TG1,1
Q9C0J8,TPRG1-AS1,1
P55265,TPT1-AS1,1
Q9C0J8,TPT1-AS1,1
P55265,TRAF3IP2-AS1,1
Q9C0J8,TRAF3IP2-AS1,1
Q93062,TRAF3IP2-AS1,1
Q9C0J8,TRAM2-AS1,1
Q9C0J8,TRAPPC12-AS1,1
Q9C0J8,TRHDE-AS1,1
Q9C0J8,TRIM31-AS1,1
Q6ZN17,TRPC7-AS1,1
Q9C0J8,TRPC7-AS1,1
Q9C0J8,TSIX,1
P55265,TTC28-AS1,1
Q9C0J8,TTC28-AS1,1
Q93062,TTC28-AS1,1
Q5T481,TTC28-AS1,1
Q9C0J8,TTC3-AS1,1
P14866,TTLL11-IT1,1
Q6ZN17,TTLL11-IT1,1
Q9C0J8,TTLL11-IT1,1
Q9C0J8,TTLL7-IT1,1
Q9C0J8,TTN-AS1,1
Q9C0J8,TTTY10,1
Q9C0J8,TTTY11,1
P55265,TTTY14,1
Q9C0J8,TTTY14,1
Q9C0J8,TTTY15,1
Q9C0J8,TUG1,1
Q8TB72,TUG1,1
Q93062,TUG1,1
A0AV96,TUG1,1
Q5T481,TUG1,1
Q9C0J8,TUSC7,1
Q9C0J8,U73169.1,1
Q9C0J8,U91319.1,1
Q9C0J8,U91324.1,1
Q9C0J8,U91328.2,1
Q9C0J8,U95743.1,1
Q9C0J8,UBAC2-AS1,1
Q9C0J8,UBE2E1-AS1,1
Q9C0J8,UBE2E2-AS1,1
Q9C0J8,UBL7-AS1,1
Q9C0J8,UBOX5-AS1,1
Q9C0J8,UBXN7-AS1,1
Q9C0J8,UCHL1-AS1,1
Q9C0J8,UFL1-AS1,1
P55265,UPK1A-AS1,1
Q9C0J8,USP12-AS1,1
Q9C0J8,USP12-AS2,1
Q9C0J8,USP27X-AS1,1
Q9C0J8,USP3-AS1,1
Q9C0J8,USP46-AS1,1
Q9C0J8,VAC14-AS1,1
P55265,VAV3-AS1,1
Q9C0J8,VAV3-AS1,1
Q9C0J8,VCAN-AS1,1
Q9C0J8,VENTXP1,1
Q9C0J8,VIM-AS1,1
Q9C0J8,VIPR1-AS1,1
Q9C0J8,VPS13A-AS1,1
Q9C0J8,VPS9D1-AS1,1
P14866,VWC2L-IT1,1
P55265,VWC2L-IT1,1
Q9C0J8,VWC2L-IT1,1
Q9C0J8,WAC-AS1,1
Q9C0J8,WARS2-IT1,1
Q9C0J8,WASF3-AS1,1
Q9C0J8,WASIR2,1
Q9C0J8,WDFY3-AS1,1
Q9C0J8,WDFY3-AS2,1
P55265,WDR11-AS1,1
Q9C0J8,WDR11-AS1,1
Q9C0J8,WDR86-AS1,1
P55265,WEE2-AS1,1
Q9C0J8,WEE2-AS1,1
Q9C0J8,WNT5A-AS1,1
Q9C0J8,WT1-AS,1
Q96PU8,WT1-AS,1
Q9C0J8,WWC2-AS2,1
Q9C0J8,WWC3-AS1,1
Q9C0J8,WWTR1-AS1,1
Q9C0J8,WWTR1-IT1,1
Q9C0J8,XIST,1
Q8TB72,XIST,1
Q96PU8,XIST,1
Q93062,XIST,1
Q5T481,XIST,1
Q9C0J8,XXYLT1-AS2,1
Q9C0J8,YEATS2-AS1,1
Q9C0J8,YTHDF3-AS1,1
Q9C0J8,Z69720.2,1
Q14103,Z83844.2,1
Q9C0J8,Z83851.1,1
P55265,ZBED3-AS1,1
Q9C0J8,ZBED3-AS1,1
P55265,ZBED5-AS1,1
Q9C0J8,ZBED5-AS1,1
Q9C0J8,ZBTB20-AS1,1
Q9C0J8,ZBTB20-AS3,1
Q9C0J8,ZBTB20-AS4,1
P14866,ZBTB40-IT1,1
Q9C0J8,ZBTB40-IT1,1
Q9C0J8,ZDHHC20-IT1,1
Q9C0J8,ZEB1-AS1,1
Q5T481,ZEB1-AS1,1
Q9C0J8,ZEB2-AS1,1
Q5T481,ZEB2-AS1,1
Q9C0J8,ZFAS1,1
Q9C0J8,ZFAT-AS1,1
P55265,ZFHX4-AS1,1
Q9C0J8,ZFHX4-AS1,1
Q9C0J8,ZFX-AS1,1
P55265,ZMIZ1-AS1,1
Q9C0J8,ZMIZ1-AS1,1
Q9C0J8,ZMYM4-AS1,1
Q9C0J8,ZNF197-AS1,1
Q9C0J8,ZNF252P-AS1,1
Q9C0J8,ZNF295-AS1,1
Q9C0J8,ZNF32-AS2,1
Q9C0J8,ZNF32-AS3,1
Q9C0J8,ZNF346-IT1,1
Q9C0J8,ZNF385D-AS1,1
Q9C0J8,ZNF385D-AS2,1
P55265,ZNF503-AS1,1
Q9C0J8,ZNF503-AS1,1
Q9C0J8,ZNF503-AS2,1
P14866,ZNF571-AS1,1
P55265,ZNF571-AS1,1
Q9C0J8,ZNF571-AS1,1
P14866,ZNF582-AS1,1
Q9C0J8,ZNF582-AS1,1
Q9C0J8,ZNF630-AS1,1
P55265,ZNF667-AS1,1
Q9C0J8,ZNF667-AS1,1
Q9C0J8,ZNF674-AS1,1
Q9C0J8,ZNRF3-AS1,1
P14866,ZNRF3-IT1,1
P55265,ZNRF3-IT1,1
Q9C0J8,ZNRF3-IT1,1
Q9C0J8,ZRANB2-AS1,1
Q9C0J8,ZRANB2-AS2,1
P31943,TMEM72-AS1,1
P31943,KCNQ1OT1,1
P31943,LINC00958,1
P31943,NEAT1,1
P31943,MALAT1,1
P31943,RAB30-AS1,1
P31943,HOXC-AS1,1
P31943,HOXC5,1
P31943,DLEU2,1
P31943,DLEU1,1
P31943,RNF219-AS1,1
P31943,RBM26-AS1,1
P31943,DICER1-AS1,1
P31943,LINC00273,1
P31943,RAMP2-AS1,1
P31943,HOXB-AS1,1
P31943,AC002401.1,1
P31943,LIPE-AS1,1
P31943,LINC00486,1
P31943,PCBP1-AS1,1
P31943,HOXD-AS2,1
P31943,LARGE-AS1,1
P31943,GLYCTK-AS1,1
P31943,SLC7A11-AS1,1
P31943,HHIP-AS1,1
P31943,NR2F1-AS1,1
P31943,HCG18,1
P31943,C6orf47-AS1,1
P31943,HOXA-AS3,1
P31943,ST7-OT4,1
P31943,PVT1,1
P31943,RMRP,1
P31943,GK-AS1,1
P31943,JPX,1
P31943,LINC00630,1
P31943,LINC00632,1
P31943,LINC00894,1
Q00839,LINC00842,1
Q00839,NEAT1,1
Q00839,MALAT1,1
Q00839,OIP5-AS1,1
Q00839,LINC00273,1
Q00839,AC009234.1,1
Q00839,SLC7A11-AS1,1
Q00839,DIAPH2-AS1,1
P09651,ZMYM4-AS1,1
P09651,GNG12-AS1,1
P09651,ZRANB2-AS1,1
P09651,ZRANB2-AS2,1
P09651,LAMTOR5-AS1,1
P09651,LINC00624,1
P09651,RUSC1-AS1,1
P09651,RGS5,1
P09651,DNM3OS,1
P09651,GAS5,1
P09651,MIR181A1HG,1
P09651,IPO9-AS1,1
P09651,IDI2-AS1,1
P09651,GATA3-AS1,1
P09651,CELF2-AS2,1
P09651,TMEM72-AS1,1
P09651,ENTPD1-AS1,1
P09651,AL139819.1,1
P09651,EMX2OS,1
P09651,CASC2,1
P09651,KCNQ1OT1,1
P09651,TMEM9B-AS1,1
P09651,SBF2-AS1,1
P09651,BDNF-AS,1
P09651,NEAT1,1
P09651,MALAT1,1
P09651,RAB30-AS1,1
P09651,DISC1FP1,1
P09651,AP000462.2,1
P09651,A2ML1-AS1,1
P09651,DLEU2,1
P09651,DLEU1,1
P09651,DLEU7-AS1,1
P09651,DIAPH3-AS1,1
P09651,PCDH9-AS2,1
P09651,LINC00402,1
P09651,MYCBP2-AS1,1
P09651,RNF219-AS1,1
P09651,RBM26-AS1,1
P09651,MIR17HG,1
P09651,GPC5-IT1,1
P09651,ANKRD10-IT1,1
P09651,LINC00641,1
P09651,LINC00645,1
P09651,LINC00609,1
P09651,LINC00871,1
P09651,HIF1A-AS2,1
P09651,AL157871.2,1
P09651,OIP5-AS1,1
P09651,GABPB1-AS1,1
P09651,USP3-AS1,1
P09651,IQCH-AS1,1
P09651,PRC1-AS1,1
P09651,NR2F2-AS1,1
P09651,LINC00273,1
P09651,CRNDE,1
P09651,AC009120.6,1
P09651,AC009120.3,1
P09651,COX10-AS1,1
P09651,SPAG5-AS1,1
P09651,AC067852.1,1
P09651,ASB16-AS1,1
P09651,HOXB-AS1,1
P09651,AC091133.1,1
P09651,AC099850.1,1
P09651,LINC00662,1
P09651,LIPE-AS1,1
P09651,LINC00486,1
P09651,PCBP1-AS1,1
P09651,LINC00342,1
P09651,AC159540.1,1
P09651,AC159540.2,1
P09651,AC010976.2,1
P09651,AC005042.2,1
P09651,AC074286.1,1
P09651,AC009948.5,1
P09651,AC006460.2,1
P09651,ANKRD44-IT1,1
P09651,AC010731.2,1
P09651,AC007879.2,1
P09651,AC098820.3,1
P09651,DIRC3,1
P09651,C21orf91-OT1,1
P09651,LINC00308,1
P09651,BACH1-IT1,1
P09651,PAXBP1-AS1,1
P09651,MIAT,1
P09651,ZNRF3-IT1,1
P09651,LARGE-IT1,1
P09651,GRM7-AS3,1
P09651,FGD5-AS1,1
P09651,CNOT10-AS1,1
P09651,KIF9-AS1,1
P09651,PTPRG-AS1,1
P09651,MAGI1-AS1,1
P09651,ZBTB20-AS3,1
P09651,STX18-AS1,1
P09651,SLIT2-IT1,1
P09651,OCIAD1-AS1,1
P09651,DANCR,1
P09651,STPG2-AS1,1
P09651,SLC7A11-AS1,1
P09651,GDNF-AS1,1
P09651,VCAN-AS1,1
P09651,NR2F1-AS1,1
P09651,LINC00491,1
P09651,HCG11,1
P09651,HCG18,1
P09651,MDC1-AS1,1
P09651,KCNQ5-IT1,1
P09651,UFL1-AS1,1
P09651,LINC00222,1
P09651,AC007128.1,1
P09651,NPSR1-AS1,1
P09651,MAGI2-AS3,1
P09651,TP53TG1,1
P09651,AC006378.2,1
P09651,DLX6-AS1,1
P09651,AC015987.1,1
P09651,AF131215.3,1
P09651,AF131215.4,1
P09651,CASC9,1
P09651,PVT1,1
P09651,AC083843.1,1
P09651,MIR31HG,1
P09651,RMRP,1
P09651,MIR181A2HG,1
P09651,JPX,1
P09651,LINC00630,1
P09651,FMR1-AS1,1
P09651,LINC00894,1
P09651,TMLHE-AS1,1
P52597,ZRANB2-AS1,1
P52597,RGS5,1
P52597,GAS5,1
P52597,MIR181A1HG,1
P52597,DISC1-IT1,1
P52597,AL139819.1,1
P52597,KCNIP2-AS1,1
P52597,H19,1
P52597,KCNQ1OT1,1
P52597,SBF2-AS1,1
P52597,ALKBH3-AS1,1
P52597,NEAT1,1
P52597,MALAT1,1
P52597,AP000462.2,1
P52597,FREM2-AS1,1
P52597,DLEU2,1
P52597,DLEU1,1
P52597,DIAPH3-AS1,1
P52597,PCDH9-AS2,1
P52597,MYCBP2-AS1,1
P52597,PCCA-AS1,1
P52597,ANKRD10-IT1,1
P52597,DIO2-AS1,1
P52597,GABPB1-AS1,1
P52597,LINC00273,1
P52597,AC009120.6,1
P52597,LINC00311,1
P52597,HOXB-AS1,1
P52597,TOB1-AS1,1
P52597,AC116614.1,1
P52597,LINC00486,1
P52597,SLC8A1-AS1,1
P52597,AC007098.1,1
P52597,BOLA3-AS1,1
P52597,LINC00342,1
P52597,AC009948.5,1
P52597,DIRC3,1
P52597,AC107079.1,1
P52597,C21orf91-OT1,1
P52597,LINC00308,1
P52597,PAXBP1-AS1,1
P52597,MCM3AP-AS1,1
P52597,LARGE-AS1,1
P52597,AL021707.1,1
P52597,GRM7-AS3,1
P52597,LARS2-AS1,1
P52597,PTPRG-AS1,1
P52597,MAGI1-AS1,1
P52597,B4GALT4-AS1,1
P52597,LIFR-AS1,1
P52597,AC016644.1,1
P52597,VCAN-AS1,1
P52597,MEF2C-AS1,1
P52597,HCP5,1
P52597,KCNQ5-IT1,1
P52597,NPSR1-AS1,1
P52597,ST7-OT4,1
P52597,AC015987.1,1
P52597,EXTL3-AS1,1
P52597,RMRP,1
P52597,ASMTL-AS1,1
P52597,JPX,1
P52597,LINC00630,1
P52597,LINC00632,1
P52597,LINC00894,1
P52272,GNG12-AS1,1
P52272,ZRANB2-AS2,1
P52272,TTLL7-IT1,1
P52272,LINC00624,1
P52272,RGS5,1
P52272,GAS5,1
P52272,RABGAP1L-IT1,1
P52272,MIR181A1HG,1
P52272,IPO9-AS1,1
P52272,NUTM2A-AS1,1
P52272,ENTPD1-AS1,1
P52272,DNMBP-AS1,1
P52272,KCNQ1OT1,1
P52272,NEAT1,1
P52272,MALAT1,1
P52272,DISC1FP1,1
P52272,SOCS2-AS1,1
P52272,USP12-AS1,1
P52272,DLEU1,1
P52272,INTS6-AS1,1
P52272,ANKRD10-IT1,1
P52272,LINC00645,1
P52272,LINC00871,1
P52272,LINC00648,1
P52272,DIO2-AS1,1
P52272,IQCH-AS1,1
P52272,LINC00273,1
P52272,AC091153.4,1
P52272,COX10-AS1,1
P52272,LINC00470,1
P52272,LIPE-AS1,1
P52272,LINC00276,1
P52272,AC016730.1,1
P52272,AC007364.1,1
P52272,AC104088.1,1
P52272,LARGE-AS1,1
P52272,AC026202.3,1
P52272,LMCD1-AS1,1
P52272,C3orf35,1
P52272,PTPRG-AS1,1
P52272,MAGI1-AS1,1
P52272,LINC00882,1
P52272,IL20RB-AS1,1
P52272,STPG2-AS1,1
P52272,NR2F1-AS1,1
P52272,LINC00491,1
P52272,LINC00240,1
P52272,HCG18,1
P52272,HCP5,1
P52272,KCNQ5-IT1,1
P52272,AC007128.1,1
P52272,HOXA-AS2,1
P52272,HOXA-AS3,1
P52272,ST7-OT4,1
P52272,AF131215.3,1
P52272,AF131215.4,1
P52272,FAM66D,1
P52272,CASC9,1
P52272,PVT1,1
P52272,AC083843.1,1
P52272,MIR31HG,1
P52272,RMRP,1
P52272,SMC5-AS1,1
P52272,MIR181A2HG,1
P52272,JPX,1
P52272,LINC00630,1
P52272,FMR1-AS1,1
P52272,LINC00894,1
P52272,TMLHE-AS1,1
Q00839,LINC00624,1
Q00839,GAS5,1
Q00839,DLEU2,1
Q00839,DLEU1,1
Q00839,MIR17HG,1
Q00839,NR2F2-AS1,1
Q00839,AC007098.1,1
Q00839,AC010982.1,1
Q00839,HOXD-AS2,1
Q00839,AC007319.1,1
Q00839,SLIT2-IT1,1
Q00839,MAGI2-AS3,1
Q00839,RMRP,1
Q00839,JPX,1
Q15910,ENTPD1-AS1,1
Q15910,SBF2-AS1,1
Q15910,MALAT1,1
Q15910,AP000797.3,1
Q15910,AC007092.1,1
Q15910,AC016903.2,1
Q15910,AP000281.2,1
Q15910,AC018359.1,1
Q15910,LINC00271,1
Q15910,AC058791.1,1
Q8N684,LINC00339,1
Q8N684,AL513327.1,1
Q8N684,ZMYM4-AS1,1
Q8N684,HYI-AS1,1
Q8N684,EFCAB14-AS1,1
Q8N684,GNG12-AS1,1
Q8N684,ZRANB2-AS1,1
Q8N684,ZRANB2-AS2,1
Q8N684,LAMTOR5-AS1,1
Q8N684,AP4B1-AS1,1
Q8N684,LINC00624,1
Q8N684,FLG-AS1,1
Q8N684,RUSC1-AS1,1
Q8N684,RGS5,1
Q8N684,GAS5-AS1,1
Q8N684,GAS5,1
Q8N684,MIR181A1HG,1
Q8N684,IPO9-AS1,1
Q8N684,IDI2-AS1,1
Q8N684,NUTM2A-AS1,1
Q8N684,ENTPD1-AS1,1
Q8N684,AL139819.1,1
Q8N684,KCNIP2-AS1,1
Q8N684,AP000442.1,1
Q8N684,NEAT1,1
Q8N684,MALAT1,1
Q8N684,KCTD21-AS1,1
Q8N684,RAB30-AS1,1
Q8N684,DISC1FP1,1
Q8N684,A2ML1-AS1,1
Q8N684,DDX11-AS1,1
Q8N684,HOTAIR,1
Q8N684,HOXC5,1
Q8N684,IFNG-AS1,1
Q8N684,MAPKAPK5-AS1,1
Q8N684,AC156455.1,1
Q8N684,MED4-AS1,1
Q8N684,DLEU2,1
Q8N684,DLEU1,1
Q8N684,INTS6-AS1,1
Q8N684,RNF219-AS1,1
Q8N684,RBM26-AS1,1
Q8N684,MIR17HG,1
Q8N684,FARP1-AS1,1
Q8N684,ANKRD10-IT1,1
Q8N684,DCUN1D2-AS,1
Q8N684,LINC00641,1
Q8N684,PRMT5-AS1,1
Q8N684,HIF1A-AS2,1
Q8N684,AL157871.2,1
Q8N684,OIP5-AS1,1
Q8N684,GABPB1-AS1,1
Q8N684,LOXL1-AS1,1
Q8N684,PRC1-AS1,1
Q8N684,AC006111.1,1
Q8N684,AC020663.1,1
Q8N684,AC040173.1,1
Q8N684,AC008731.1,1
Q8N684,LINC00273,1
Q8N684,CRNDE,1
Q8N684,VAC14-AS1,1
Q8N684,AC009120.6,1
Q8N684,AC087392.1,1
Q8N684,PITPNA-AS1,1
Q8N684,LINC00324,1
Q8N684,COX10-AS1,1
Q8N684,SPAG5-AS1,1
Q8N684,AC015849.2,1
Q8N684,AC067852.1,1
Q8N684,LINC00910,1
Q8N684,KANSL1-AS1,1
Q8N684,HOXB-AS1,1
Q8N684,HOXB-AS4,1
Q8N684,AC091133.1,1
Q8N684,AC002401.1,1
Q8N684,AC099850.1,1
Q8N684,AC132872.1,1
Q8N684,LINC00470,1
Q8N684,AC012615.1,1
Q8N684,CACTIN-AS1,1
Q8N684,AC005253.2,1
Q8N684,LINC00662,1
Q8N684,AC005616.1,1
Q8N684,ZNF571-AS1,1
Q8N684,LENG8-AS1,1
Q8N684,BIRC6-AS1,1
Q8N684,AC007098.1,1
Q8N684,PCBP1-AS1,1
Q8N684,ALMS1-IT1,1
Q8N684,DGUOK-AS1,1
Q8N684,BOLA3-AS1,1
Q8N684,AC068491.3,1
Q8N684,AC010976.2,1
Q8N684,AC092620.2,1
Q8N684,CERS6-AS1,1
Q8N684,HOXD-AS2,1
Q8N684,AC009948.5,1
Q8N684,AC068196.1,1
Q8N684,AC007319.1,1
Q8N684,AC006460.2,1
Q8N684,SATB2-AS1,1
Q8N684,CFLAR-AS1,1
Q8N684,AC007362.1,1
Q8N684,AC007383.3,1
Q8N684,AC131097.3,1
Q8N684,HM13-AS1,1
Q8N684,AP001172.2,1
Q8N684,AP000962.2,1
Q8N684,MIR155HG,1
Q8N684,BACH1-IT1,1
Q8N684,BACH1-AS1,1
Q8N684,PAXBP1-AS1,1
